movie_title,director_name,num_critic_for_reviews,duration,Actor_1,Actor_2,genre1,genre2,gross,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,num_voted_users,Profit
SwingersÂ ,Doug Liman,77,96,Alex DÃ©sert,Jon Favreau,Comedy,Drama,"$4,505,922.00 ",252,English,USA,R,"$200,000.00 ",1996,7.4,63951,"$4,305,922.00"
A Fistful of DollarsÂ ,Sergio Leone,122,99,Gian Maria VolontÃ¨,Clint Eastwood,Action,Drama,"$3,500,000.00 ",235,Italian,Italy,R,"$200,000.00 ",1964,8,147566,"$3,300,000.00"
She Done Him WrongÂ ,Lowell Sherman,35,66,Gilbert Roland,Mae West,Comedy,Drama,"$25,517,500.00 ",59,English,USA,Approved,"$200,000.00 ",1933,6.5,4152,"$25,317,500.00"
Short Cut to Nirvana: Kumbh MelaÂ ,Maurizio Benazzo,15,85,Jasper Johal,The Dalai Lama,Documentary,NA,"$381,225.00 ",13,English,USA,Unrated,"$200,000.00 ",2004,7.2,131,"$181,225.00"
The Grace CardÂ ,David G. Evans,25,101,Chris Thomas,Michael Joiner,Drama,NA,"$2,428,241.00 ",26,English,USA,PG-13,"$200,000.00 ",2010,6.4,2099,"$2,228,241.00"
Middle of NowhereÂ ,Ava DuVernay,37,97,David Oyelowo,Omari Hardwick,Drama,NA,"$78,030.00 ",10,English,USA,R,"$200,000.00 ",2012,6.5,1034,"-$121,970.00"
3Â ,Tom Tykwer,76,119,Sebastian Schipper,Devid Striesow,Comedy,Drama,"$59,774.00 ",18,German,Germany,Unrated,"$20,000,000.00 ",2010,6.8,4212,"-$19,940,226.00"
The Business of FancydancingÂ ,Sherman Alexie,12,103,Leo Rossi,William Joseph Elk III,Drama,Music,"$174,682.00 ",14,English,USA,Unknown,"$200,000.00 ",2002,6.9,460,"-$25,318.00"
Call + ResponseÂ ,Justin Dillon,7,86,Natasha Bedingfield,Matisyahu,Documentary,History,"$215,185.00 ",2,English,USA,PG-13,"$200,000.00 ",2008,7.5,48,"$15,185.00"
Side EffectsÂ ,Steven Soderbergh,450,106,David Costabile,Channing Tatum,Crime,Drama,"$32,154,410.00 ",274,English,USA,R,"$30,000,000.00 ",2013,7.1,148334,"$2,154,410.00"
MalevolenceÂ ,Stevan Mena,60,90,Stevan Mena,R. Brandon Johnson,Crime,Horror,"$25,517,500.00 ",112,English,USA,R,"$200,000.00 ",2003,5.1,2413,"$25,317,500.00"
Shooting the WarwicksÂ ,Adam Rifkin,4,95,Adam Rifkin,Marri Savinar,Comedy,Drama,"$25,517,500.00 ",1,English,USA,Unknown,"$250,000.00 ",2015,6.2,81,"$25,267,500.00"
Super HybridÂ ,Eric Valette,42,94,Ryan Kennedy,Melanie Papalia,Horror,Sci-Fi,"$25,517,500.00 ",22,English,USA,PG-13,"$13,000,000.00 ",2010,3.9,1328,"$12,517,500.00"
BagheadÂ ,Jay Duplass,93,84,Jennifer Lafleur,Greta Gerwig,Comedy,Drama,"$140,016.00 ",40,English,USA,R,"$20,000,000.00 ",2008,6,3507,"-$19,859,984.00"
SolitudeÂ ,Livingston Oden,1,89,Victoria Lachelle,Susan Chambers,Comedy,Horror,"$25,517,500.00 ",1,English,USA,Unknown,"$20,000,000.00 ",2014,6.8,78,"$5,517,500.00"
The Case of the Grinning CatÂ ,Chris Marker,16,59,Bertrand Cantat,Marina Vlady,Documentary,NA,"$25,517,500.00 ",4,French,France,Unknown,"$150,000.00 ",2004,7.4,352,"$25,367,500.00"
OrdetÂ ,Carl Theodor Dreyer,54,126,Sylvia Eckhausen,Hanne Aagesen,Drama,Fantasy,"$25,517,500.00 ",49,Danish,Denmark,Not Rated,"$20,000,000.00 ",1955,8.1,9903,"$5,517,500.00"
Good DickÂ ,Marianna Palka,38,86,Martin Starr,Bryce Dallas Howard,Comedy,Drama,"$15,542.00 ",51,English,USA,R,"$20,000,000.00 ",2008,6.5,6689,"-$19,984,458.00"
The Man from EarthÂ ,Richard Schenkman,66,87,John Billingsley,William Katt,Drama,Romance,"$25,517,500.00 ",638,English,USA,Not Rated,"$200,000.00 ",2007,8,129799,"$25,317,500.00"
The Trials of Darryl HuntÂ ,Ricki Stern,11,106,Evelyn Jefferson,Darryl Hunt,Crime,Documentary,"$1,111.00 ",10,English,USA,PG-13,"$200,000.00 ",2006,7.7,771,"-$198,889.00"
An American Girl HolidayÂ ,Nadia Tass,6,86,Jordan Bridges,Mia Farrow,Drama,Family,"$25,517,500.00 ",32,English,USA,Unknown,"$200,000.00 ",2004,7.2,1338,"$25,317,500.00"
Yesterday Was a LieÂ ,James Kerwin,25,89,Chase Masterson,John Newton,Drama,Music,"$25,517,500.00 ",10,English,USA,PG,"$2,500,000.00 ",2008,5.4,374,"$23,017,500.00"
Theresa Is a MotherÂ ,C. Fraser Press,13,105,Robert Turano,Elaine Bromka,Comedy,Drama,"$25,517,500.00 ",1,English,USA,Unknown,"$200,000.00 ",2012,6.7,37,"$25,317,500.00"
H.Â ,Rania Attieh,18,93,Robin Bartlett,Paul Hickert,Drama,Sci-Fi,"$25,517,500.00 ",1,English,USA,Unknown,"$20,000,000.00 ",2014,6.3,191,"$5,517,500.00"
Archaeology of a WomanÂ ,Sharon Greytak,3,94,Alex Emanuel,Sally Kirkland,Drama,NA,"$25,517,500.00 ",3,English,USA,Unknown,"$200,000.00 ",2012,8.1,15,"$25,317,500.00"
Children of HeavenÂ ,Majid Majidi,46,89,Amir Farrokh Hashemian,Bahare Seddiqi,Drama,Family,"$925,402.00 ",130,Persian,Iran,PG,"$180,000.00 ",1997,8.5,27882,"$745,402.00"
WeekendÂ ,Andrew Haigh,143,97,Chris New,Tom Cullen,Drama,Romance,"$469,947.00 ",68,English,UK,Not Rated,"$120,000.00 ",2011,7.7,19846,"$349,947.00"
She's Gotta Have ItÂ ,Spike Lee,26,88,Joie Lee,S. Epatha Merkerson,Comedy,Romance,"$7,137,502.00 ",26,English,USA,R,"$175,000.00 ",1986,6.5,4769,"$6,962,502.00"
Butterfly GirlÂ ,Cary Bell,110,78,Stacie Evans,Abigail Evans,Documentary,NA,"$25,517,500.00 ",1,English,USA,Unknown,"$180,000.00 ",2014,8.7,27,"$25,337,500.00"
The World Is MineÂ ,Nicolae Constantin Tanase,5,104,Ana Maria Guran,Iulia Ciochina,Drama,NA,"$25,517,500.00 ",1,Romanian,Romania,Unknown,"$168,000.00 ",2015,6.5,354,"$25,349,500.00"
Another EarthÂ ,Mike Cahill,242,92,William Mapother,Robin Lord Taylor,Drama,Romance,"$1,316,074.00 ",228,English,USA,PG-13,"$100,000.00 ",2011,7,71387,"$1,216,074.00"
Sweet Sweetback's Baadasssss SongÂ ,Melvin Van Peebles,38,97,Mario Van Peebles,John Amos,Crime,Drama,"$15,180,000.00 ",50,English,USA,R,"$500,000.00 ",1971,5.5,3340,"$14,680,000.00"
Perfect CowboyÂ ,Ken Roht,110,109,Joe Lev,Charla Cochran,Drama,NA,"$25,517,500.00 ",156,English,USA,Unknown,"$200,000.00 ",2014,7,8,"$25,317,500.00"
TadpoleÂ ,Gary Winick,91,78,Aaron Stanford,Bebe Neuwirth,Comedy,Drama,"$2,882,062.00 ",101,English,USA,PG-13,"$150,000.00 ",2000,6.3,5178,"$2,732,062.00"
OnceÂ ,John Carney,232,85,MarkÃ©ta IrglovÃ¡,Glen Hansard,Drama,Music,"$9,437,933.00 ",329,English,Ireland,R,"$180,000.00 ",2007,7.9,90827,"$9,257,933.00"
The Woman ChaserÂ ,Robinson Devor,18,88,Eugene Roche,Marilyn Rising,Comedy,NA,"$110,720.00 ",22,English,USA,Unknown,"$1,200,000.00 ",1999,7.3,524,"-$1,089,280.00"
The Horse BoyÂ ,Michel Orion Scott,29,93,Rowan Isaacson,Temple Grandin,Documentary,NA,"$155,984.00 ",9,English,USA,Unrated,"$160,000.00 ",2009,7.4,586,"-$4,016.00"
When the Lights Went OutÂ ,Pat Holden,44,86,Martin Compston,Alan Brent,Horror,NA,"$25,517,500.00 ",27,English,UK,Unknown,"$20,000,000.00 ",2012,5.4,3813,"$5,517,500.00"
Heroes of DirtÂ ,Eric Bugbee,2,98,Bill Allen,Joel Moody,Action,Drama,"$25,517,500.00 ",1,English,USA,PG-13,"$20,000,000.00 ",2015,7.1,53,"$5,517,500.00"
The Texas Chain Saw MassacreÂ ,Tobe Hooper,277,88,Edwin Neal,Gunnar Hansen,Horror,Thriller,"$30,859,000.00 ",826,English,USA,R,"$83,532.00 ",1974,7.5,96411,"$30,775,468.00"
A Charlie Brown ChristmasÂ ,Bill Melendez,43,25,Bill Melendez,Peter Robbins,Animation,Comedy,"$25,517,500.00 ",126,English,USA,TV-G,"$150,000.00 ",1965,8.4,21826,"$25,367,500.00"
Antarctic Edge: 70Â° SouthÂ ,Dena Seidel,5,72,Hugh Ducklow,Naderev Sano,Adventure,Documentary,"$4,914.00 ",2,English,USA,Unknown,"$150,000.00 ",2015,7,123,"-$145,086.00"
ArousedÂ ,Deborah Anderson,16,66,Jesse Jane,Lisa Ann,Documentary,NA,"$25,517,500.00 ",9,English,USA,Unknown,"$150,000.00 ",2013,5.3,502,"$25,367,500.00"
Top SpinÂ ,Sara Newens,18,80,Xinhua Jiang,Ariel Hsing,Documentary,NA,"$5,858.00 ",2,English,USA,Unknown,"$150,000.00 ",2014,7.1,260,"-$144,142.00"
Roger & MeÂ ,Michael Moore,40,91,Pat Boone,Michael Moore,Documentary,NA,"$6,706,368.00 ",133,English,USA,R,"$160,000.00 ",1989,7.5,22800,"$6,546,368.00"
An American in HollywoodÂ ,Sai Varadan,3,89,Hassan Johnson,J.D. Williams,Drama,NA,"$25,517,500.00 ",3,English,USA,R,"$125,000.00 ",2014,7.2,100,"$25,392,500.00"
Sound of My VoiceÂ ,Zal Batmanglij,136,85,James Urbaniak,Christopher Denham,Drama,Mystery,"$405,614.00 ",69,English,USA,R,"$20,000,000.00 ",2011,6.7,15775,"-$19,594,386.00"
The Brain That SingsÂ ,Amal Al-Agroobi,110,62,Unknown,Unknown,Documentary,Family,"$25,517,500.00 ",156,Arabic,United Arab Emirates,Unknown,"$125,000.00 ",2013,8.2,18,"$25,392,500.00"
The Blood of My BrotherÂ ,Andrew Berends,12,90,Unknown,Unknown,Documentary,War,"$25,517,500.00 ",7,English,USA,Unknown,"$120,000.00 ",2005,6.6,102,"$25,397,500.00"
Your Sister's SisterÂ ,Lynn Shelton,171,90,Mike Birbiglia,Mark Duplass,Comedy,Drama,"$1,573,712.00 ",62,English,USA,R,"$125,000.00 ",2011,6.7,21618,"$1,448,712.00"
Romantic SchemerÂ ,Valentine,110,103,Valentine,Diane Sorrentino,Romance,NA,"$25,517,500.00 ",156,English,USA,PG-13,"$125,000.00 ",2015,5.1,172,"$25,392,500.00"
A Dog's BreakfastÂ ,David Hewlett,8,88,David Hewlett,Christopher Judge,Comedy,NA,"$25,517,500.00 ",46,English,Canada,Unknown,"$120,000.00 ",2007,7,3262,"$25,397,500.00"
Une Femme MariÃ©eÂ ,Jean-Luc Godard,36,94,Macha MÃ©ril,Philippe Leroy,Drama,NA,"$25,517,500.00 ",10,French,France,Unknown,"$120,000.00 ",1964,7.4,1962,"$25,397,500.00"
The Birth of a NationÂ ,Nate Parker,21,120,Nate Parker,Jason Stuart,Biography,Drama,"$25,517,500.00 ",8,English,USA,R,"$10,000,000.00 ",2016,5.4,1197,"$15,517,500.00"
The Work and the StoryÂ ,Nathan Smith Jones,1,77,Frank Gerrish,Richard Moll,Comedy,NA,"$25,517,500.00 ",5,English,USA,Unknown,"$103,000.00 ",2003,5.7,98,"$25,414,500.00"
Facing the GiantsÂ ,Alex Kendrick,31,111,Erin Bethea,Alex Kendrick,Drama,Sport,"$10,174,663.00 ",382,English,USA,PG,"$100,000.00 ",2006,6.7,12399,"$10,074,663.00"
The GallowsÂ ,Travis Cluff,159,81,Cassidy Gifford,Pfeifer Brown,Horror,Thriller,"$22,757,819.00 ",150,English,USA,R,"$100,000.00 ",2015,4.2,13521,"$22,657,819.00"
EraserheadÂ ,David Lynch,152,89,Jack Nance,Hal Landon Jr.,Fantasy,Horror,"$25,517,500.00 ",535,English,USA,Unrated,"$20,000.00 ",1977,7.4,69831,"$25,497,500.00"
Over the Hill to the PoorhouseÂ ,Harry F. Millarde,1,110,Johnnie Walker,Stephen Carr,Crime,Drama,"$3,000,000.00 ",1,Unknown,USA,Unknown,"$100,000.00 ",1920,4.8,5,"$2,900,000.00"
Hollywood ShuffleÂ ,Robert Townsend,21,81,Keenen Ivory Wayans,Robert Townsend,Comedy,NA,"$5,228,617.00 ",32,English,USA,R,"$100,000.00 ",1987,7,2770,"$5,128,617.00"
The MightyÂ ,Peter Chelsom,57,100,Elden Henson,Kieran Culkin,Comedy,Drama,"$2,643,689.00 ",113,English,USA,PG-13,"$20,000,000.00 ",1998,7.3,10499,"-$17,356,311.00"
PenitentiaryÂ ,Jamaa Fanaka,23,99,Chuck Mitchell,Leon Isaac Kennedy,Crime,Drama,"$25,517,500.00 ",10,English,USA,R,"$100,000.00 ",1979,5.8,509,"$25,417,500.00"
The Lost Skeleton of CadavraÂ ,Larry Blamire,88,90,Brian Howe,Fay Masterson,Comedy,Horror,"$110,536.00 ",118,English,USA,PG,"$40,000.00 ",2001,7,4117,"$70,536.00"
"Dude, Where's My Dog?!Â ",Stephen Langford,2,82,Gabriela Castillo,Kevin P. Farley,Family,NA,"$25,517,500.00 ",4,English,USA,PG,"$20,000.00 ",2014,3.2,73,"$25,497,500.00"
Cheap ThrillsÂ ,E.L. Katz,193,88,Ethan Embry,Brighton Sharbino,Comedy,Crime,"$59,379.00 ",52,English,USA,Not Rated,"$200,000.00 ",2013,6.8,12796,"-$140,621.00"
Indie Game: The MovieÂ ,Lisanne Pajot,50,103,Edmund McMillen,Jonathan Blow,Documentary,NA,"$25,517,500.00 ",23,English,Canada,Not Rated,"$100,000.00 ",2012,7.7,16701,"$25,417,500.00"
ClosureÂ ,Dan Reed,61,80,Adam Rayner,Danny Dyer,Thriller,NA,"$25,517,500.00 ",44,English,UK,R,"$1,800,000.00 ",2007,5.6,5747,"$23,717,500.00"
Open SecretÂ ,John Reinhardt,1,68,John Ireland,Sheldon Leonard,Crime,Drama,"$25,517,500.00 ",9,English,USA,Approved,"$20,000,000.00 ",1948,7.1,67,"$5,517,500.00"
Echo Dr.Â ,Patrick Ryan Sims,5,81,Hugh Mun,Claire Gordon-Harper,Action,Drama,"$25,517,500.00 ",1,English,USA,Unknown,"$100,000.00 ",2013,3.6,101,"$25,417,500.00"
The Night VisitorÂ ,Laslo Benedek,14,106,Trevor Howard,Liv Ullmann,Crime,Horror,"$25,517,500.00 ",19,English,USA,GP,"$20,000,000.00 ",1971,6.8,544,"$5,517,500.00"
The Past is a Grotesque AnimalÂ ,Jason Miller,5,77,Dottie Alexander,Jon Brion,Biography,Documentary,"$25,517,500.00 ",1,English,USA,Unrated,"$100,000.00 ",2014,7.6,80,"$25,417,500.00"
The Last House on the LeftÂ ,Dennis Iliadis,241,114,Monica Potter,Tony Goldwyn,Crime,Horror,"$32,721,635.00 ",279,English,USA,R,"$15,000,000.00 ",2009,6.6,67824,"$17,721,635.00"
"Peace, Propaganda & the Promised LandÂ ",Sut Jhally,16,80,Seth Ackerman,Noam Chomsky,Documentary,NA,"$25,517,500.00 ",13,English,USA,Unknown,"$70,000.00 ",2004,8.3,496,"$25,447,500.00"
PiÂ ,Darren Aronofsky,138,84,Clint Mansell,Mark Margolis,Drama,Mystery,"$3,216,970.00 ",586,English,USA,R,"$60,000.00 ",1998,7.5,142619,"$3,156,970.00"
"I Love You, Don't Touch Me!Â ",Julie Davis,5,86,Meredith Scott Lynn,Jack McGee,Comedy,Romance,"$33,598.00 ",15,English,USA,R,"$20,000,000.00 ",1997,5.4,405,"-$19,966,402.00"
20 DatesÂ ,Myles Berkowitz,32,87,Tom Ardavany,Tia Carrere,Biography,Comedy,"$536,767.00 ",83,English,USA,R,"$60,000.00 ",1998,5.3,1622,"$476,767.00"
Queen CrabÂ ,Brett Piper,18,80,Steve Diasparra,Michelle Simone Miller,Action,Sci-Fi,"$25,517,500.00 ",18,English,USA,Unknown,"$75,000.00 ",2015,4.5,48,"$25,442,500.00"
Super Size MeÂ ,Morgan Spurlock,193,100,Amanda Kearsan,Chemeeka Walker,Comedy,Documentary,"$11,529,368.00 ",404,English,USA,PG,"$65,000.00 ",2004,7.3,85028,"$11,464,368.00"
The FPÂ ,Brandon Trost,66,82,Sean Whalen,Clifton Collins Jr.,Comedy,NA,"$40,557.00 ",22,English,USA,R,"$60,000.00 ",2011,5.6,1389,"-$19,443.00"
Happy ChristmasÂ ,Joe Swanberg,65,82,Lena Dunham,Anna Kendrick,Comedy,Drama,"$30,084.00 ",23,English,USA,R,"$70,000.00 ",2014,5.6,5507,"-$39,916.00"
The Brain That Wouldn't DieÂ ,Joseph Green,95,70,Jason Evers,Virginia Leith,Horror,Sci-Fi,"$25,517,500.00 ",152,English,USA,Approved,"$62,000.00 ",1962,4.1,4752,"$25,455,500.00"
Tiger OrangeÂ ,Wade Gasque,13,75,Vincent Duvall,Ty Parker,Drama,NA,"$25,517,500.00 ",8,English,USA,Unrated,"$100,000.00 ",2014,6.8,683,"$25,417,500.00"
Supporting CharactersÂ ,Daniel Schechter,15,87,Kevin Corrigan,Lena Dunham,Comedy,NA,"$25,517,500.00 ",4,English,USA,Not Rated,"$20,000,000.00 ",2012,6.3,760,"$5,517,500.00"
AbsentiaÂ ,Mike Flanagan,125,87,Courtney Bell,Justin Gordon,Drama,Horror,"$25,517,500.00 ",136,English,USA,R,"$70,000.00 ",2011,6.6,13065,"$25,447,500.00"
The Brothers McMullenÂ ,Edward Burns,36,98,Michael McGlone,Shari Albert,Comedy,Drama,"$10,246,600.00 ",36,English,USA,R,"$25,000.00 ",1995,6.6,6375,"$10,221,600.00"
The DirtiesÂ ,Matt Johnson,73,83,Shailene Garnett,Paul Daniel Ayotte,Crime,Drama,"$25,517,500.00 ",40,English,Canada,Not Rated,"$20,000,000.00 ",2013,6.7,3885,"$5,517,500.00"
GabrielaÂ ,Bruno Barreto,1,99,Sonia Braga,Marcello Mastroianni,Comedy,Drama,"$25,517,500.00 ",9,Portuguese,Brazil,R,"$20,000,000.00 ",1983,6.4,712,"$5,517,500.00"
Tiny FurnitureÂ ,Lena Dunham,113,98,Merritt Wever,Lena Dunham,Comedy,Drama,"$389,804.00 ",35,English,USA,Not Rated,"$65,000.00 ",2010,6.3,11816,"$324,804.00"
HayrideÂ ,Terron R. Parsons,13,93,Jeremy Sande,Richard Tyson,Crime,Drama,"$25,517,500.00 ",5,English,USA,Not Rated,"$60,000.00 ",2012,3.4,485,"$25,457,500.00"
The Naked ApeÂ ,Daniel Mellitz,110,103,Chelse Swain,Corbin Bernsen,Comedy,Drama,"$25,517,500.00 ",3,English,USA,Unknown,"$20,000,000.00 ",2006,4.7,128,"$5,517,500.00"
CountingÂ ,Jem Cohen,12,111,Unknown,Unknown,Documentary,NA,"$25,517,500.00 ",1,English,USA,Unknown,"$50,000.00 ",2015,6,61,"$25,467,500.00"
The Call of CthulhuÂ ,Andrew Leman,60,47,David Mersault,Dan Novy,Fantasy,Horror,"$25,517,500.00 ",99,English,USA,Unknown,"$50,000.00 ",2005,7.3,6261,"$25,467,500.00"
Bending SteelÂ ,Dave Carroll,10,92,Unknown,Chris 'Wonder' Schoeck,Documentary,NA,"$25,517,500.00 ",10,English,USA,Unknown,"$50,000.00 ",2013,7.9,53,"$25,467,500.00"
The SignalÂ ,William Eubank,161,97,Olivia Cooke,Lin Shaye,Sci-Fi,Thriller,"$25,517,500.00 ",180,English,USA,PG-13,"$4,000,000.00 ",2014,6.1,48236,"$21,517,500.00"
The Image RevolutionÂ ,Patrick Meaney,7,81,Greg Aronowitz,Taliesin Jaffe,Biography,Documentary,"$25,517,500.00 ",2,English,USA,Unknown,"$50,000.00 ",2014,7.4,66,"$25,467,500.00"
This Is Martin BonnerÂ ,Chad Hartigan,34,83,Paul Eenhoorn,Jan Haley,Drama,NA,"$25,517,500.00 ",7,English,USA,R,"$42,000.00 ",2013,6.6,733,"$25,475,500.00"
A True StoryÂ ,Malcolm Goodwin,110,96,Jon Gries,Katrina Bowden,Comedy,NA,"$25,517,500.00 ",4,English,USA,Unknown,"$45,000.00 ",2013,5.5,181,"$25,472,500.00"
George WashingtonÂ ,David Gordon Green,75,90,Eddie Rouse,Paul Schneider,Drama,NA,"$241,816.00 ",76,English,USA,Unrated,"$42,000.00 ",2000,7.5,6246,"$199,816.00"
Smiling Fish & Goat on FireÂ ,Kevin Jordan,21,90,Christa Miller,Derick Martini,Comedy,Romance,"$277,233.00 ",26,English,USA,R,"$40,000.00 ",1999,7.6,2631,"$237,233.00"
Dawn of the Crescent MoonÂ ,Kirk Loudon,3,95,Johnny Walter,Barry Corbin,Drama,Sci-Fi,"$25,517,500.00 ",2,English,USA,Unknown,"$75,000.00 ",2014,5,34,"$25,442,500.00"
Raymond Did ItÂ ,Travis Legge,2,83,Patricia Raven,Elissa Dowling,Horror,NA,"$25,517,500.00 ",6,English,USA,Unrated,"$40,000.00 ",2011,7.8,192,"$25,477,500.00"
The Last WaltzÂ ,Martin Scorsese,71,117,Levon Helm,Ringo Starr,Documentary,Music,"$321,952.00 ",113,English,USA,PG,"$20,000,000.00 ",1978,8.2,12611,"-$19,678,048.00"
"Run, Hide, DieÂ ",Collin Joseph Neal,7,75,Thomas Brophy,Julianne Gabert,Horror,Thriller,"$25,517,500.00 ",5,English,USA,Unknown,"$50,000.00 ",2012,7.8,106,"$25,467,500.00"
The Exploding GirlÂ ,Bradley Rust Gray,61,79,Mark Rendall,Zoe Kazan,Drama,NA,"$24,705.00 ",10,English,USA,Unrated,"$20,000,000.00 ",2009,6.3,1516,"-$19,975,295.00"
The Legend of God's GunÂ ,Mike Bruce,3,78,Kirpatrick Thomas,Joseph Campanella,Western,NA,"$243,768.00 ",9,English,USA,R,"$30,000.00 ",2007,4.1,143,"$213,768.00"
Mutual AppreciationÂ ,Andrew Bujalski,52,109,Kate Dollenmayer,Andrew Bujalski,Comedy,NA,"$25,517,500.00 ",23,English,USA,R,"$20,000,000.00 ",2005,6.9,1578,"$5,517,500.00"
Her Cry: La Llorona InvestigationÂ ,Damir Catic,110,89,Ron Gelner,Nichole Ceballos,Horror,NA,"$25,517,500.00 ",2,English,USA,Not Rated,"$60,000.00 ",2013,7.84,23,"$25,457,500.00"
Down TerraceÂ ,Ben Wheatley,53,93,Tony Way,Michael Smiley,Comedy,Crime,"$9,609.00 ",22,English,UK,R,"$20,000,000.00 ",2009,6.5,2646,"-$19,990,391.00"
ClerksÂ ,Kevin Smith,136,102,Brian O'Halloran,Jason Mewes,Comedy,NA,"$3,151,130.00 ",615,English,USA,R,"$230,000.00 ",1994,7.8,181749,"$2,921,130.00"
Pink NarcissusÂ ,James Bidgood,8,65,Bobby Kendall,Don Brooks,Drama,Fantasy,"$8,231.00 ",16,English,USA,Not Rated,"$27,000.00 ",1971,6.7,803,"-$18,769.00"
Funny Ha HaÂ ,Andrew Bujalski,43,85,Kate Dollenmayer,Andrew Bujalski,Comedy,Drama,"$25,517,500.00 ",61,English,USA,Unknown,"$20,000,000.00 ",2002,6.4,1894,"$5,517,500.00"
In the Company of MenÂ ,Neil LaBute,80,97,Matt Malloy,Stacy Edwards,Comedy,Drama,"$2,856,622.00 ",197,English,Canada,R,"$25,000.00 ",1997,7.3,11550,"$2,831,622.00"
SabotageÂ ,David Ayer,233,109,Martin Donovan,Mireille Enos,Action,Crime,"$10,499,968.00 ",212,English,USA,R,"$35,000,000.00 ",2014,5.7,47502,"-$24,500,032.00"
ManitoÂ ,Eric Eason,28,79,Panchito GÃ?mez,Franky G,Drama,Family,"$25,517,500.00 ",21,English,USA,Unknown,"$24,000.00 ",2002,7,493,"$25,493,500.00"
RampageÂ ,Uwe Boll,58,80,Katharine Isabelle,Matt Frewer,Action,Crime,"$25,517,500.00 ",129,English,Canada,R,"$20,000,000.00 ",2009,6.3,15091,"$5,517,500.00"
SlackerÂ ,Richard Linklater,61,100,Richard Linklater,Tommy Pallotta,Comedy,Drama,"$1,227,508.00 ",80,English,USA,R,"$23,000.00 ",1991,7.1,15103,"$1,204,508.00"
Dutch KillsÂ ,Joseph Mazzella,110,90,Mikaal Bates,Tjasa Ferme,Crime,Drama,"$25,517,500.00 ",2,English,USA,Unknown,"$25,000.00 ",2015,4.8,57,"$25,492,500.00"
Dry SpellÂ ,Travis Legge,1,90,Suzi Lorraine,Kristen Seavey,Comedy,Romance,"$25,517,500.00 ",3,English,USA,Unknown,"$22,000.00 ",2013,3.3,114,"$25,495,500.00"
FlywheelÂ ,Alex Kendrick,5,120,Lisa Arnold,Shannen Fields,Drama,NA,"$25,517,500.00 ",49,English,USA,Unknown,"$20,000.00 ",2003,6.9,2986,"$25,497,500.00"
ExeterÂ ,Marcus Nispel,43,91,Brittany Curran,Ashley Tramonte,Horror,Mystery,"$25,517,500.00 ",33,English,USA,R,"$20,000,000.00 ",2015,4.6,3836,"$5,517,500.00"
The RidgesÂ ,Brandon Landers,110,143,Alana Kaniewski,Robbie Barnes,Drama,Horror,"$25,517,500.00 ",8,English,USA,Unknown,"$17,350.00 ",2011,3,125,"$25,500,150.00"
The Puffy ChairÂ ,Jay Duplass,51,85,Katie Aselton,Mark Duplass,Comedy,Drama,"$192,467.00 ",71,English,USA,R,"$15,000.00 ",2005,6.6,4067,"$177,467.00"
Stories of Our LivesÂ ,Jim Chuchu,6,60,Olwenya Maina,Paul Ogola,Drama,NA,"$25,517,500.00 ",1,Swahili,Kenya,Unknown,"$15,000.00 ",2014,7.4,70,"$25,502,500.00"
Breaking UpwardsÂ ,Daryl Wein,22,88,Heather Burns,Zoe Lister-Jones,Romance,NA,"$76,382.00 ",8,English,USA,Unknown,"$15,000.00 ",2009,6.2,1194,"$61,382.00"
All Superheroes Must DieÂ ,Jason Trost,42,78,Jason Trost,Sean Whalen,Sci-Fi,Thriller,"$25,517,500.00 ",35,English,USA,Unrated,"$20,000.00 ",2011,4,1771,"$25,497,500.00"
Pink FlamingosÂ ,John Waters,73,108,Mink Stole,Divine,Comedy,Crime,"$180,483.00 ",183,English,USA,NC-17,"$10,000.00 ",1972,6.1,16792,"$170,483.00"
CleanÂ ,Olivier Assayas,81,110,BÃ©atrice Dalle,Maggie Cheung,Drama,Music,"$136,007.00 ",39,French,France,R,"$4,500.00 ",2004,6.9,3924,"$131,507.00"
The CircleÂ ,Jafar Panahi,64,90,Nargess Mamizadeh,Fereshteh Sadre Orafaiy,Drama,NA,"$673,780.00 ",26,Persian,Iran,Not Rated,"$10,000.00 ",2000,7.5,4555,"$663,780.00"
Tin Can ManÂ ,Ivan Kavanagh,12,83,Michael Parle,Patrick O'Donnell,Horror,NA,"$25,517,500.00 ",1,English,Ireland,Unknown,"$10,000.00 ",2007,7.6,57,"$25,507,500.00"
The CureÂ ,Kiyoshi Kurosawa,78,111,Anna Nakagawa,KÃ´ji Yakusho,Crime,Horror,"$111,194,596.00 ",50,Japanese,Japan,Unknown,"$1,000,000.00 ",1997,7.6,6318,"$110,194,596.00"
On the DownlowÂ ,Tadeo Garcia,110,84,Michael Cortez,Tatiana Suarez-Pico,Drama,NA,"$25,517,500.00 ",3,English,USA,Unknown,"$20,000,000.00 ",2004,7.6,156,"$5,517,500.00"
Sanctuary; Quite a ConundrumÂ ,Thomas L. Phillips,13,82,Joe Coffey,Julianna Pitt,Comedy,Horror,"$25,517,500.00 ",8,English,USA,Unknown,"$200,000.00 ",2012,7.6,133,"$25,317,500.00"
